t,x,y,z
124600080.4226303696632385,-288290849.2549729943275452,1174680861.1629161834716797,500774156.6337432265281677
125229281.1903981864452362,-291976570.3438913822174072,1175600885.3192317485809326,501207134.6342799067497253
125858481.9581660330295563,-295654037.9726925492286682,1176494422.9515883922576904,501628687.8917843699455261
126487682.7259338796138763,-299323087.4775064587593079,1177361653.0347640514373779,502038880.5621386766433716
127116883.4937016963958740,-302983538.9225312471389771,1178202752.7810466289520264,502437775.7111983299255371
127746084.2614695429801941,-306635198.5556189417839050,1179017907.4833717346191406,502825439.1340363621711731
128375285.0292373895645142,-310277856.8332872390747070,1179807317.1984329223632812,503201940.8630159497261047
129004485.7970052063465118,-313911283.4876959323883057,1180571194.3093712329864502,503567354.0167249441146851
129633686.5647730529308319,-317535223.7174016237258911,1181309767.8650515079498291,503921756.2821227312088013
130262887.3325408995151520,-321149393.7500414848327637,1182023288.8560824394226074,504265231.3886549472808838
130892088.1003087460994720,-324753474.3309042453765869,1182712033.3113613128662109,504597870.7433245778083801
131521288.8680765628814697,-328347102.8191614151000977,1183376308.5181403160095215,504919774.9350791573524475
132150489.6358444094657898,-331929857.4677231907844543,1184016452.6082363128662109,505231052.4429939985275269
132779690.4036122560501099,-335501260.3567867279052734,1184632867.7570710182189941,505531832.0239036679267883
133408891.1713800728321075,-339060742.0737360119819641,1185226011.3829004764556885,505822257.4880149960517883
134038091.9391479194164276,-342607620.7556003928184509,1185796423.7782914638519287,506102496.9671386480331421
134667292.7069157660007477,-346141070.5640553832054138,1186344754.5875380039215088,506372751.0143321156501770
135296493.4746835827827454,-349660073.2845208644866943,1186871798.3253350257873535,506633262.6919801235198975
135925694.2424514293670654,-353163344.7238411903381348,1187378548.0043330192565918,506884332.6100761890411377
136554895.0102192759513855,-356649230.3400292396545410,1187866269.8825192451477051,507126346.5956552028656006
137184095.7779870927333832,-360115523.2376269698143005,1188336645.5912244319915771,507359811.1842570900917053
137813296.5457549393177032,-363559154.7294584512710571,1188792025.0839302539825439,507585408.0596343278884888
138442497.3135227859020233,-366975710.2384263277053833,1189235763.1829214096069336,507804119.3119327425956726
139071698.0812906324863434,-370360060.5908531546592712,1189670343.4585037231445312,508019136.7232565283775330
139700898.8490584492683411,-373707732.7259811758995056,1190093292.6452789306640625,508239897.7234789729118347
140330099.6168262958526611,-376989690.8366363644599915,1190534653.4269981384277344,508462322.0607228279113770
140959300.3845941424369812,-380159020.0264945030212402,1191031255.1392188072204590,508696452.1176889538764954
141588501.1523619592189789,-383052642.4223787188529968,1191723390.3484704494476318,508978234.2389284372329712
142217701.9201298058032990,-389210315.7019913792610168,1192112695.9165136814117432,508577969.1410927772521973
142846902.6878976523876190,-397574195.5655609369277954,1189767764.6244952678680420,507664126.6397505402565002
143476103.4556654691696167,-405128129.9605005979537964,1187485558.4289505481719971,506904382.8923735618591309
144105304.2234333157539368,-412265240.0633150935173035,1185252809.8611755371093750,506218307.5999895930290222
144734504.9912011623382568,-419108736.6468656063079834,1183058543.1317114830017090,505580571.5986317396163940
145363705.7589689791202545,-425716343.7893105745315552,1180896718.2621948719024658,504979285.7305704355239868
145992906.5267368257045746,-432119140.5947438478469849,1178764406.0898742675781250,504408044.9134135246276855
146622107.2945046722888947,-438323422.6798202991485596,1176635159.8146035671234131,503868219.1790485382080078
147251308.0622725188732147,-444264954.7850146889686584,1174338085.4913663864135742,503390862.5829983353614807
147880508.8300403356552124,-450028733.1757938265800476,1172079837.6706547737121582,502937461.1532759070396423
148509709.5978081822395325,-455610839.1504514217376709,1169871447.3260295391082764,502508149.7529500722885132
149138910.3655760288238525,-461000445.8942387700080872,1167728834.5612742900848389,502104842.2403690218925476
149768111.1333438456058502,-466177439.3638180494308472,1165676645.2464182376861572,501730890.3128656744956970
150397311.9011116921901703,-471106136.6023233532905579,1163757100.4172894954681396,501392309.9459416866302490
151026512.6688795387744904,-475719506.7616782188415527,1162055309.5724289417266846,501100187.7107849121093750
151655713.4366473555564880,-479867655.4162163138389587,1160807743.8573737144470215,500877267.2828513979911804
152284914.2044152021408081,-484527912.8315429687500000,1161849314.7428002357482910,500435853.6998403668403625
152914114.9721830487251282,-493340927.0045298337936401,1158559545.1837234497070312,499435552.3040423989295959
153543315.7399508655071259,-500136717.7635779976844788,1155249300.3637914657592773,498735310.7509359121322632
154172516.5077187120914459,-506144300.0014097094535828,1152252097.3453693389892578,498127562.8563680648803711
154801717.2754865586757660,-511564443.0006834864616394,1149609455.9585361480712891,497579087.8545657396316528
155430918.0432544052600861,-516417946.7553352713584900,1147449704.8251569271087646,497080004.4352871775627136
156060118.8110222220420837,-520569965.2299911975860596,1146265632.5335958003997803,496625857.4071511626243591
156689319.5787900686264038,-527959247.5773165225982666,1145349355.1521291732788086,495936621.6999883055686951
157318520.3465579152107239,-534662453.5451440215110779,1141539270.4494066238403320,495326395.0822357535362244
157947721.1143257319927216,-540176540.3379865884780884,1138519173.3668942451477051,494663033.6747139692306519
158576921.8820935785770416,-544878071.3843736648559570,1136437317.5883367061614990,493934373.2941426038742065
159206122.6498614251613617,-550330844.7399505376815796,1136810307.5811998844146729,493039495.0028611421585083
159835323.4176292419433594,-558136544.3068147897720337,1132614719.1986021995544434,492403075.0327471494674683
160464524.1853970885276794,0.0000000000000000,0.0000000000000000,0.0000000000000000
161093724.9531649351119995,-568897954.0698131322860718,1126565513.8856246471405029,490969119.2117893099784851
161722925.7209327518939972,-572983940.4028007984161377,1125535335.9784970283508301,490116992.9666105508804321
162352126.4887005984783173,-580565586.9358894824981689,1122675818.8698344230651855,489522813.5750043988227844
162981327.2564684450626373,-585826135.1144958734512329,1119416345.9027757644653320,488732132.4386157393455505
163610528.0242362916469574,-590204502.5613131523132324,1118944916.8772382736206055,487657365.8515265583992004
164239728.7920041084289551,-597972842.4154622554779053,1114755336.6021456718444824,487135919.6222611069679260
164868929.5597719550132751,-602963091.8285731077194214,1111775802.1764883995056152,486271397.4430873990058899
165498130.3275398015975952,-608687093.5567723512649536,1111313406.0816409587860107,485284188.1649676561355591
166127331.0953076183795929,-615077833.4883223772048950,1106993915.4896175861358643,484475343.7769508957862854
166756531.8630754649639130,-619170587.0298413038253784,1105675630.2109000682830811,483463912.3825085163116455
167385732.6308433115482330,-626667968.3250628709793091,1101663037.0289521217346191,482501589.4315084815025330
168014933.3986111283302307,-631337480.9660389423370361,1098930014.9233498573303223,481381147.7512424588203430
168644134.1663789749145508,-637952945.8848924636840820,1097033792.1530716419219971,480961140.1929527521133423
169273334.9341468214988708,-643408037.6710076332092285,1093166672.7637367248535156,479684054.9495282769203186
169902535.7019146382808685,-647552245.7568554878234863,1092294886.1587729454040527,478982049.9267268776893616
170531736.4696824848651886,-655092965.3468419313430786,1087879703.4930698871612549,478034580.3119048476219177
171160937.2374503314495087,-659682437.9546620845794678,1085048423.1028866767883301,476860149.5925117135047913
171790138.0052181780338287,-666251158.8805282115936279,1083013303.2078928947448730,476383017.9206461906433105
172419338.7729859948158264,-671622168.2942062616348267,1079042715.8706712722778320,475055962.5175687670707703
173048539.5407538414001465,-675708376.5741933584213257,1078075550.2966823577880859,474321006.9883848428726196
173677740.3085216879844666,-683177205.4117307662963867,1073527592.8789610862731934,473307127.6150848269462585
174306941.0762895047664642,-687702171.6128627061843872,1070573790.1257160902023315,472087155.3525947332382202
174936141.8440573513507843,-694185513.2701638936996460,1068460655.7749222517013550,471565740.2273861765861511
175565342.6118251979351044,-699510637.1517200469970703,1064348490.5288307666778564,470186748.5755014419555664
176194543.3795930147171021,-703494978.7227593660354614,1063099172.2388321161270142,469350418.0713591575622559
176823744.1473608613014221,-710903406.0359538793563843,1058641817.3985404968261719,468344320.2403867840766907
177452944.9151287078857422,-715383358.9397170543670654,1055530037.4681301116943359,467069098.2688661813735962
178082145.6828965246677399,-721741652.6423246860504150,1053392139.9974710941314697,466546729.8417668342590332
178711346.4506643712520599,-726911167.2467082738876343,1049351496.1588213443756104,465273026.6662368178367615
179340547.2184322178363800,-732346887.3028274774551392,1047644684.4453020095825195,464484495.4247969388961792
179969747.9862000346183777,-738127816.6273382902145386,1042892401.0608257055282593,463553013.1316439509391785
180598948.7539678812026978,-742227942.3848710060119629,1040398398.3618949651718140,462324613.1980156898498535
181228149.5217357277870178,-749083242.6501383781433105,1037103278.0321298837661743,461374158.9395816326141357
181857350.2895035743713379,-753822938.4085524082183838,1033325899.7239450216293335,460268192.4195261597633362
182486551.0572713911533356,-759335778.3894692659378052,1031780257.3480873107910156,459063032.8697878718376160
183115751.8250392377376556,-765034868.1763876676559448,1026896924.2835936546325684,458092321.2769960761070251
183744952.5928070843219757,-769015421.7668735980987549,1024435456.5456913709640503,456805098.1816629171371460
184374153.3605749011039734,-776578754.5188577175140381,1021521231.3282527923583984,455849862.6870236992835999
185003354.1283427476882935,-782195621.4408155679702759,1016991306.8517961502075195,454821278.9185281395912170
185632554.8961105942726135,-786646800.8944962024688721,1013340170.1164610385894775,453620387.7654422521591187
186261755.6638784110546112,-790042617.8920629024505615,1011480495.6480665206909180,452195192.7019708156585693
186890956.4316462576389313,-797782192.8779151439666748,1007985801.9912384748458862,451254938.3672255277633667
187520157.1994141042232513,-803127676.1081027984619141,1003462923.9467935562133789,450163702.5482643246650696
188149357.9671819210052490,-807314830.3114072084426880,999929457.2907879352569580,448894553.0223469734191895
188778558.7349497675895691,-811559251.0405864715576172,999120733.3527808189392090,447438085.3683888316154480
189407759.5027176141738892,-818741656.7560666799545288,994039515.5310841798782349,446518756.2436081767082214
190036960.2704854607582092,-823439179.4649386405944824,989843476.6013085842132568,445311684.5341349840164185
190666161.0382532775402069,-826593839.8733984231948853,987519553.5209717750549316,443833284.0547559857368469
191295361.8060211241245270,-834554580.3507469892501831,984832176.3582502603530884,442794169.3976254463195801
191924562.5737889707088470,-840682743.0924967527389526,980250960.8077163696289062,441712014.7079171538352966
192553763.3415567874908447,-845761540.0197325944900513,975908616.9891772270202637,440512192.6439031362533569
193182964.1093246340751648,-850002377.9902588129043579,971951685.4642609357833862,439203523.3591776490211487
193812164.8770924806594849,-853244887.3911459445953369,968804262.0952668190002441,437743311.1327047348022461
194441365.6448602974414825,-859107673.4786854982376099,967400343.2125617265701294,436387794.6882798075675964
195070566.4126281440258026,-865232681.1802244186401367,962851357.4976043701171875,435258644.8204264640808105
195699767.1803959906101227,-869407869.6599481105804443,958533746.3897931575775146,433933236.3761841654777527
196328967.9481638073921204,-873154511.8945823907852173,956989261.3094172477722168,432374670.7652359008789062
196958168.7159316539764404,-880493265.0351920127868652,953354224.1748396158218384,431265352.2503601312637329
197587369.4836995005607605,-886356217.9136747121810913,949035352.9623985290527344,430063009.7540947794914246
198216570.2514673471450806,-891266216.6699651479721069,944567190.1853278875350952,428777970.3360921144485474
198845771.0192351639270782,-895181206.7548935413360596,940142938.2648050785064697,427393529.7516574859619141
199474971.7870030105113983,-897247803.1305168867111206,936578158.9963562488555908,425779124.6539540290832520
200104172.5547708570957184,-904224146.2876656055450439,934706775.5423344373703003,424475643.2367847561836243
200733373.3225387036800385,-909704054.0433397293090820,930212633.2389626502990723,423208834.3750514984130859
201362574.0903064906597137,-913122645.1914253234863281,925357008.1854609251022339,421776305.4417575001716614
201991774.8580743372440338,-917814781.7710596323013306,923986901.5066263675689697,420215359.2014474272727966
202620975.6258421838283539,-924229438.3861479759216309,920528288.6744818687438965,418937467.0263950824737549
203250176.3936100304126740,-929777882.3590576648712158,916262137.1837557554244995,417628606.9907509088516235
203879377.1613778769969940,-934522062.1772992610931396,911516728.1437290906906128,416272603.6239597797393799
204508577.9291457235813141,-938152552.4453140497207642,906398959.6029536724090576,414834072.4268459081649780
205137778.6969135701656342,-940783423.7164222002029419,903769249.8115434646606445,413130027.0890504717826843
205766979.4646813571453094,-947111130.7944235801696777,900575477.7575980424880981,411789442.6743993163108826
206396180.2324492037296295,-952112941.3713427782058716,895733884.0583807229995728,410431788.9620569944381714
207025381.0002170503139496,-954322728.1274638175964355,891002726.3660541772842407,408955902.8104755878448486
207654581.7679848968982697,-960767646.7827616930007935,888653516.5804606676101685,407937647.8779723048210144
208283782.5357527434825897,0.0000000000000000,0.0000000000000000,0.0000000000000000
208912983.3035205900669098,-969578091.7142117023468018,878264765.7911006212234497,404527401.4645290374755859
209542184.0712883770465851,-974235240.7949161529541016,876357754.1304262876510620,403451727.2651011943817139
210171384.8390562236309052,-979844069.2297257184982300,872127844.3835952281951904,402003100.7832761406898499
210800585.6068240702152252,-984022480.6014057397842407,866605599.8622090816497803,400209000.4107101559638977
211429786.3745919167995453,-987976444.2289867401123047,863269837.4487769603729248,399038735.8222742676734924
212058987.1423597633838654,-993213358.6326798200607300,858535328.5699288845062256,397341820.6764845848083496
212688187.9101276099681854,-996265366.6223341226577759,854699382.7990603446960449,396161473.4801796674728394
213317388.6778954565525055,-1002117345.8347152471542358,850432508.3705898523330688,394609598.5955162644386292
213946589.4456632435321808,-1004414923.3449149131774902,845584973.0234389305114746,392680383.5786750316619873
214575790.2134310901165009,-1010678161.5343734025955200,842176863.9621948003768921,391870199.3668576478958130
215204990.9811989367008209,-1014176914.7407140731811523,836561518.5702109336853027,388972663.7837829589843750
215834191.7489667832851410,-1019522528.0865683555603027,833173366.1059529781341553,388424395.8350772857666016
216463392.5167346298694611,-1022710448.2142034769058228,828950270.1421997547149658,386935940.1813470721244812
217092593.2845024764537811,-1028181738.0544315576553345,824193982.7161647081375122,384747472.6327287554740906
217721794.0522702634334564,-1032250155.8962540626525879,820500609.5589590072631836,383900143.0485641956329346
218350994.8200381100177765,-1035470653.0114405155181885,815158177.8059285879135132,381094225.6773772239685059
218980195.5878059566020966,-1041246015.4250141382217407,811604734.4670714139938354,380385351.0384577512741089
219609396.3555738031864166,0.0000000000000000,0.0000000000000000,0.0000000000000000
220238597.1233416497707367,-1049660414.8782089948654175,803254596.9005694389343262,377523022.7903528213500977
220867797.8911094963550568,-1051918290.7943629026412964,797800138.8277710676193237,374737940.7927991747856140
221496998.6588773429393768,-1057561287.6974731683731079,794581259.2159032821655273,374545711.7012771964073181
222126199.4266451299190521,-1061486162.7274457216262817,788742922.3871675729751587,371034288.9543912410736084
222755400.1944129765033722,-1065065636.7450423240661621,785627580.1544543504714966,371274979.6633718609809875
223384600.9621808230876923,-1070414062.4243823289871216,780182914.5146909952163696,368133406.1938211321830750
224013801.7299486696720123,-1072188713.4838043451309204,776238954.8618862628936768,367340379.2647313475608826
224643002.4977165162563324,-1078408436.5589816570281982,772090344.9194955825805664,365986822.4897550940513611
225272203.2654843628406525,-1080853268.8975925445556641,766373577.0437917709350586,362714181.2104017734527588
225901404.0332521498203278,-1085098130.6067607402801514,763231355.5262746810913086,362901874.4807378649711609
226530604.8010199964046478,-1089950288.7635869979858398,757386803.5580463409423828,359334603.8230096697807312
227159805.5687878429889679,-1092433770.7188155651092529,754041242.9691038131713867,359268985.2171103954315186
227789006.3365556895732880,-1098397313.1710898876190186,749061048.2296001911163330,356912352.8317899703979492
228418207.1043235361576080,0.0000000000000000,0.0000000000000000,0.0000000000000000
229047407.8720913827419281,-1105491237.2355573177337646,740488922.5004063844680786,354099658.0573064684867859
229676608.6398592293262482,-1107880642.6913168430328369,735194067.9505687952041626,351590559.2437550425529480
230305809.4076270163059235,-1112420378.2860448360443115,731448975.2875555753707886,350628165.8922077417373657
230935010.1753948628902435,-1115962785.5808517932891846,725648459.0399363040924072,347802606.4422090649604797
231564210.9431627094745636,-1119521637.8848621845245361,722134517.8083697557449341,346830734.9366726875305176
232193411.7109305560588837,-1124337004.9543595314025879,716086307.9158349037170410,344110423.4024823904037476
232822612.4786984026432037,-1126816687.7001898288726807,712656062.8535566329956055,342915833.1726323962211609
233451813.2464662492275238,-1132650927.8721470832824707,707508643.9576385021209717,340994087.2429166436195374
234081014.0142340362071991,-1134275069.3800175189971924,703076530.1743323802947998,339081941.9534440040588379
234710214.7820018827915192,-1139331140.8966226577758789,698612323.7043762207031250,337423724.3127551674842834
235339415.5497697293758392,-1141807195.3378169536590576,693409893.2095561027526855,335235052.4770783185958862
235968616.3175375759601593,-1146199481.7096347808837891,689270238.7778311967849731,333471814.7621616721153259
236597817.0853054225444794,-1149311197.9257786273956299,683775693.8311377763748169,331621490.3129753470420837
237227017.8530732691287994,-1152496798.9451334476470947,680205314.0243054628372192,329686755.8419664502143860
237856218.6208411157131195,-1157310461.1933004856109619,675530494.0139652490615845,327963900.7907518744468689
238485419.3886089026927948,-1160548904.5204412937164307,668421048.0408887863159180,326269365.0210218429565430
239114620.1563767492771149,-1162252593.5398902893066406,664522817.8885113000869751,324217200.0351631641387939
239743820.9241445958614349,-1165327700.8579766750335693,660570150.0648062229156494,322277962.5959098339080811
240373021.6919124424457550,-1169250164.7270579338073730,656351652.2914047241210938,320422471.9351369738578796
241002222.4596802890300751,-1174014786.7618525028228760,651669324.5113869905471802,318663995.7324507832527161
241631423.2274481356143951,-1180106892.9551966190338135,645194227.2075568437576294,317134797.3533068299293518
242260623.9952159225940704,-1180532636.5500171184539795,639799161.4674406051635742,314883608.2730818390846252
242889824.7629837691783905,-1183270339.8528888225555420,635809221.8128545284271240,312755539.7827154397964478
243519025.5307516157627106,-1187191020.4933633804321289,631558663.9233682155609131,310850929.9463955760002136
244148226.2985194623470306,0.0000000000000000,0.0000000000000000,0.0000000000000000
244777427.0662873089313507,-1194948513.6216359138488770,619819980.0413161516189575,307662785.0724331140518188
245406627.8340551555156708,-1197306735.8723454475402832,615734784.8918327093124390,305727209.9767158031463623
246035828.6018230020999908,-1201501105.1788015365600586,611452491.8859716653823853,303866530.2124282717704773
246665029.3695907890796661,-1205693840.0754206180572510,604840428.1473475694656372,301994221.3448002338409424
247294230.1373586356639862,-1207270198.2827320098876953,600604793.4015454053878784,300009665.0598097443580627
247923430.9051264822483063,-1210872212.6306798458099365,596403849.2084424495697021,298107496.3841527700424194
248552631.6728943288326263,-1216861092.3983163833618164,590614482.6944147348403931,296300194.0290098786354065
249181832.4406621754169464,-1217572902.5306301116943359,585281741.4809980392456055,294391713.7787500023841858
249811033.2084300220012665,-1222050341.5057249069213867,581039838.8329113721847534,292507172.0671778917312622
250440233.9761978089809418,-1224061826.9718279838562012,575125325.2925608158111572,290713312.3813147544860840
251069434.7439656555652618,-1227877142.9349834918975830,570959947.4999475479125977,288937162.7289256453514099
251698635.5117335021495819,-1230570582.7200012207031250,564928725.0420074462890625,286891310.0753974318504333
252327836.2795013487339020,-1233902636.4720833301544189,560824987.5786850452423096,285369593.1189379692077637
252957037.0472691953182220,-1237133594.0331141948699951,554633791.4743300676345825,282823742.1351764798164368
253586237.8150370419025421,-1240858414.9673926830291748,550513970.1058306694030762,281258078.3810104727745056
254215438.5828048884868622,-1242885799.1527268886566162,544737186.9581291675567627,279219602.9395275115966797
254844639.3505726754665375,-1246924818.0282533168792725,539355958.9548791646957397,276580076.3980835676193237
255473840.1183405220508575,-1249110860.9552230834960938,534911128.5036203265190125,275424457.3928035497665405
256103040.8861083686351776,-1251941096.3142461776733398,529134600.2282842993736267,272998683.6207275390625000
256732241.6538762152194977,-1255977966.4551627635955811,524943123.7548170685768127,271210454.0145399570465088
257361442.4216440618038177,-1257884378.1879844665527344,519239212.1976035237312317,269436339.8258707523345947
257990643.1894119083881378,-1260821455.2332644462585449,513632671.5253309011459351,266932078.8392536044120789
258619843.9571796953678131,-1265172566.2696146965026855,509228990.1046684384346008,264746260.6747024059295654
259249044.7249475419521332,-1266488854.3492250442504883,503823667.2623125910758972,263440878.4545507431030273
259878245.4927153885364532,-1269277927.5465414524078369,498165372.9642004966735840,261043614.0041485130786896
260507446.2604832351207733,-1272544406.6445920467376709,492875680.1917747855186462,258484341.9579239785671234
261136647.0282510817050934,-1276065201.3751323223114014,488596516.9396681189537048,257003233.7606535553932190
261765847.7960189282894135,-1277743526.7041950225830078,482999587.5375972986221313,255334839.5056061446666718
262395048.5637867748737335,-1280165774.8948633670806885,477361800.8246957659721375,252986115.2222118973731995
263024249.3315545618534088,-1283189121.5968234539031982,471956602.2499225735664368,250425814.1198111474514008
263653450.0993224084377289,-1287008536.0783481597900391,467498477.1887508630752563,248401700.7207975685596466
264282650.8670902550220490,-1289097291.0064818859100342,462224904.4300963878631592,246868768.1984713375568390
264911851.6348581016063690,-1291313185.4203736782073975,456781573.3339867591857910,244916007.9695537090301514
265541052.4026259481906891,-1293960877.0472805500030518,451433711.4391070008277893,242757322.3732018470764160
266170253.1703937947750092,-1296570479.6201117038726807,446195176.1673200726509094,240674955.4146021902561188
266799453.9381615817546844,-1299167323.5507783889770508,440950522.6631694436073303,238578191.7799820899963379
267428654.7059294283390045,-1301750096.5807976722717285,435701439.9232428669929504,236465567.2973247468471527
268057855.4736972749233246,-1304395760.6927571296691895,430475369.2573407292366028,234287867.7458747923374176
268687056.2414650917053223,-1307048905.1759171485900879,425208944.0764799714088440,231988743.7925741076469421
269316257.0092329978942871,-1309474023.7252094745635986,419728252.1691837906837463,229545381.5550040900707245
269945457.7770007848739624,-1311675285.6842954158782959,414207883.7869403958320618,227321499.3721958994865417
270574658.5447686910629272,-1313870625.5303919315338135,408738644.3116995692253113,225189078.9784734845161438
271203859.3125364780426025,-1316184510.8618769645690918,403327206.2912410497665405,222990141.9646351635456085
271833060.0803042650222778,-1318552116.0593521595001221,398012677.1788529753684998,220877520.5705425739288330
272462260.8480721712112427,-1320880398.3825986385345459,392682260.6281762719154358,218765298.6213533580303192
273091461.6158399581909180,-1323194582.0581166744232178,387354369.2559272646903992,216650074.3879165351390839
273720662.3836078643798828,-1325483419.2711143493652344,382022551.6776457428932190,214539994.1258505284786224
274349863.1513756513595581,-1327746197.7572152614593506,376687954.7597568035125732,212432943.6772469282150269
274979063.9191434383392334,-1329983211.3572165966033936,371349379.1305156350135803,210330810.7026072740554810
275608264.6869113445281982,-1332191887.1974110603332520,366008859.4247406125068665,208237004.2195814251899719
276237465.4546791315078735,-1334370875.8827121257781982,360666107.7364088892936707,206155635.1153079867362976
276866666.2224470376968384,-1336502834.1516916751861572,355299134.8811044096946716,204065546.0612238645553589
277495866.9902148246765137,-1338596364.3781940937042236,349913767.9467244148254395,201965575.1717882752418518
278125067.7579827308654785,-1340652376.8052105903625488,344494548.2737160325050354,199825392.9087950289249420
278754268.5257505178451538,-1342682424.0013546943664551,339073013.5781680941581726,197687575.4612473547458649
279383469.2935183048248291,-1344198780.2194116115570068,333670520.4647523760795593,196201060.4621400535106659
280012670.0612862110137939,-1345814743.4252414703369141,328019493.8349112272262573,194129026.9889537096023560
280641870.8290539979934692,-1347743409.3032298088073730,322511781.6624333262443542,191949157.4266208708286285
281271071.5968219041824341,-1349459214.5146431922912598,316854572.1578816771507263,189694090.3161552548408508
281900272.3645896911621094,-1351344837.2245593070983887,311300343.9380123615264893,187395717.6439328491687775
282529473.1323575973510742,-1353135505.4544956684112549,305670624.7713233232498169,185034370.8758858442306519
283158673.9001253843307495,-1354984042.9754986763000488,300098381.2882812023162842,182662330.8117350637912750
283787874.6678931713104248,-1357347842.8935830593109131,294573856.9703579545021057,179786468.9246644973754883
284417075.4356610774993896,-1360032511.6339066028594971,289919377.2510121464729309,177871518.0067924559116364
285046276.2034288644790649,-1360870965.5263586044311523,284418656.0229892730712891,176740997.3039191663265228
285675476.9711967706680298,-1362097924.1766130924224854,278212905.2389853596687317,174037404.7492439746856689
286304677.7389645576477051,0.0000000000000000,0.0000000000000000,0.0000000000000000
286933878.5067324638366699,-1366842753.4960925579071045,267695891.0426992774009705,168867205.1791516542434692
287563079.2745002508163452,-1367601445.4548840522766113,262540270.9883122444152832,168120659.8641808331012726
288192280.0422680377960205,-1369180544.4394478797912598,255955522.7731806039810181,164548108.5548621118068695
288821480.8100359439849854,-1371978334.8012528419494629,251819728.6465177834033966,163017391.6863269805908203
289450681.5778037309646606,-1371973564.9237959384918213,245304563.4711999893188477,161061481.4022741019725800
290079882.3455716371536255,-1374813653.8949065208435059,239772429.3823665976524353,157579460.1229433417320251
290709083.1133394241333008,-1375757385.8606400489807129,235054707.1766368746757507,157037526.5985875725746155
291338283.8811072111129761,-1376818896.6819086074829102,228294995.2758399248123169,153633713.9052670001983643
291967484.6488751173019409,-1379731347.0877921581268311,224484875.0991734564304352,152230479.8394969403743744
292596685.4166429042816162,-1380018071.1676249504089355,217149646.7546182870864868,148938800.2495073676109314
293225886.1844108104705811,-1382183298.8640079498291016,213383937.1433134675025940,148147474.1846912503242493
293855086.9521785974502563,-1383195885.1940302848815918,206152293.0007355511188507,144319721.2783032655715942
294484287.7199465036392212,-1384581153.2173027992248535,202181901.8284650146961212,143897871.5646171569824219
295113488.4877142906188965,-1386393680.7341618537902832,195311688.3775619566440582,139789613.6742273271083832
295742689.2554820775985718,-1386977183.9269969463348389,190954605.8916193842887878,139519151.1990675330162048
296371890.0232499837875366,-1389437796.1360824108123779,184643815.7396857738494873,135515813.4019897878170013
297001090.7910177707672119,-1389482812.9516022205352783,179891176.0683158934116364,135086841.3178333938121796
297630291.5587856769561768,-1392205493.3726139068603516,174064613.9834993481636047,131435894.7109441459178925
298259492.3265534639358521,0.0000000000000000,0.0000000000000000,0.0000000000000000
298888693.0943213701248169,-1394626775.5279893875122070,163346195.6642682254314423,127344052.1142760813236237
299517893.8620891571044922,-1394378286.5312445163726807,157766986.8243509232997894,125901625.5803853273391724
300147094.6298569440841675,-1396878075.0792477130889893,152514219.1090646088123322,123096292.1312670260667801
300776295.3976248502731323,-1396692682.2982769012451172,146585948.1839206516742706,121122302.3595596402883530
301405496.1653926372528076,-1399043240.7502365112304688,141616505.7938776314258575,118657310.7277369201183319
302034696.9331605434417725,-1398870695.3407301902770996,135194761.3276829719543457,116229797.9670246988534927
302663897.7009283304214478,-1401117366.4306757450103760,130652858.3037958145141602,114035617.5650009512901306
303293098.4686962366104126,-1400972011.5745275020599365,123314760.8757986426353455,111276816.5523107349872589
303922299.2364640235900879,-1403073663.7524201869964600,119594391.3915595859289169,109251335.4500537663698196
304551500.0042318105697632,-1404018838.2616374492645264,112197213.5825226753950119,106627624.7270328998565674
305180700.7719997167587280,-1403902071.4723856449127197,108722371.7726033180952072,104601180.8798149228096008
305809901.5397675037384033,-1405736376.6666250228881836,103495285.8294383585453033,102318064.8340607136487961
306439102.3075354099273682,-1407064378.0043692588806152,96384389.8809362798929214,99875276.5072571039199829
307068303.0753031969070435,-1406301502.6022186279296875,91358486.8561899363994598,97715805.1279648095369339
307697503.8430709838867188,-1408056121.7524287700653076,86706639.9661292433738708,95478993.2020043730735779
308326704.6108388900756836,-1409541795.0120344161987305,80172409.8171885162591934,93075699.1936118155717850
308955905.3786066770553589,-1408929093.5611770153045654,73904669.4471390098333359,90539056.7057467550039291
309585106.1463745832443237,-1410753717.7124085426330566,69376171.6249845772981644,88267317.1685548275709152
310214306.9141423702239990,-1411749666.5536572933197021,62278043.3023180663585663,86094733.1458250880241394
310843507.6819102764129639,-1411557276.7917430400848389,57847844.0983766838908195,83648336.8976782411336899
311472708.4496780633926392,-1413137450.8066065311431885,52231253.2223007231950760,81429752.4586807191371918
312101909.2174458503723145,-1412322529.4617192745208740,44819148.2238177582621574,79125347.1436973512172699
312731109.9852137565612793,-1413931657.1533489227294922,41245786.9423035532236099,76777655.0014185160398483
313360310.7529815435409546,-1415100792.0497612953186035,34716616.0306575074791908,74585589.6794689595699310
313989511.5207494497299194,-1414382709.5247073173522949,29290742.0181898698210716,72131740.0914586037397385
314618712.2885172367095947,0.0000000000000000,0.0000000000000000,0.0000000000000000
315247913.0562851428985596,-1415259986.7982430458068848,17547268.9449387975037098,67555359.3580227345228195
315877113.8240529298782349,-1416781829.3679556846618652,12688243.1885695457458496,64816428.2981401383876801
316506314.5918207168579102,-1416130586.8073744773864746,5476503.7066830787807703,63107537.0114905610680580
